label,centroid
338,"[-1.49967761 -1.03863722  0.05953734  1.0949566  -0.48024625  2.42463605
  0.30788027  0.20727749  0.73583272 -0.9493993  -0.75495517 -0.73627084
 -0.59324289 -0.1820163  -0.57251444  3.44785317  0.61650977 -0.39005495
 -0.39803824 -0.40758223  0.51050824  0.53882033  0.57496468]"
339,"[-0.18783401  0.10370543 -0.53732639 -0.79232614 -0.06879261  0.25722296
  2.54463055  0.85953685 -0.24341039  0.0216817   2.04073605  3.03197098
  1.65353159 -0.17335086 -0.34500567  0.47472691  0.20845438 -0.39005495
 -0.39803824 -0.40758223  0.49555549 -0.40638738 -1.22382129]"
340,"[ 0.11986405  0.11912244 -0.1417756   0.38420305 -0.3597517  -0.31832609
  2.74049017  1.81048572  0.61645418  0.00430107  2.13980428  3.21485752
  1.06768381 -0.1406037   0.34367938 -0.39027916 -0.28583856 -0.39005495
 -0.39803824  2.45349264  0.43904823  0.28412201  0.58788816]"
341,"[ 0.53868113  0.2854924   0.31615382  0.14266027  0.09614234 -0.6059762
 -0.09180392  0.06545863 -0.11919354  1.26470376  0.71486812  0.14423084
  0.5086048  -0.1820163   1.20450793 -0.70816013 -0.70812226 -0.39005495
  2.51232137 -0.40758223  0.51050824  0.55653699 -1.70100378]"
342,"[ 0.28562867 -0.14351692  1.81172143  1.16217267  0.47710399  0.69545345
 -0.46409224  0.2590628   0.10910004 -0.39346051 -0.57860179 -0.53731966
 -0.47040353  1.27288549 -0.54506543  1.2535403   1.88213762 -0.39005495
 -0.39803824 -0.40758223 -1.95883224  0.51728811  0.48100195]"
343,"[ 0.01530344  0.39423484 -0.67154155 -1.39216812  1.17294384 -1.17116068
 -0.98498472 -0.16313608 -1.54780754 -0.00823731  0.63172896  1.17710728
  1.93123652 -0.18072591 -0.72393024 -0.7707788  -0.84533795 -0.39005495
 -0.39803824 -0.40500236  0.5082816  -1.7734831  -1.70100378]"
344,"[ 0.24041982  0.13511879  0.83858749  0.14145619  0.60644814 -0.6059762
  0.50747754  1.39452573  0.55167666  1.68471157  2.22036461  0.80242584
  1.15201766 -0.17797953  0.02365494 -0.43392958 -0.11518478 -0.39005495
  2.51232137  2.45349264  0.50354254  0.55432414  0.58681205]"
345,"[-1.48105292 -0.87105682  0.59601806 -0.67134562  1.66515183 -0.89362631
 -0.38913071 -0.19289996 -0.46411235  1.53486297  0.30304038 -0.18507541
  0.38935325 -0.1820163  -0.27877946 -0.53195156  0.19213435  2.56374136
 -0.39803824  2.45349264  0.51050824 -1.79546227  0.58788816]"
346,"[ 0.44062745  0.89217195 -0.52437245 -0.46761897 -0.34086753 -0.31832609
 -0.19412482 -0.55398688  0.51054253  0.14352282 -0.10799249  0.05844087
 -0.20978251 -0.1820163   0.47377192 -0.61592759 -0.62158288 -0.39005495
 -0.39803824  2.45349264  0.51050824  0.55653699  0.5857015 ]"
347,"[ 0.68303419 -0.05679315  1.20183333 -0.23548964  1.41380598 -0.60612185
 -0.4250052   0.04256003 -0.12528199  1.328044    0.19630728 -0.2038205
  0.14307508  1.24901899 -0.5705924  -0.09764983  2.069412   -0.38556817
  2.51084777 -0.40758223 -1.95883224  0.55653699  0.57398097]"
348,"[ 0.73793319 -0.74095997 -0.40320311  0.2885062  -0.54820859  0.25672017
  0.16399187 -0.25621056  0.01791854  0.12991837  0.21397176  0.46255631
  0.09337556 -0.1820163   1.52568596 -0.64438838 -0.73775501 -0.39005495
 -0.39803824 -0.40758223  0.51050824  0.55584441 -1.70100378]"
349,"[ 0.82860528 -0.71123571  0.55015788  0.98191464 -0.14957862  0.35633513
 -0.18407755  0.160326    0.71264302 -0.00658971 -0.16521548  0.07623595
 -0.27073234 -0.1820163  -0.02905791 -0.26529627 -0.43234515 -0.39005495
 -0.39803824 -0.40758223  0.51050824  0.55653699  0.58788816]"
350,"[ 0.20074557  0.93696045 -0.57467057 -0.0853888  -0.55915623  1.25135532
 -0.02171977 -0.49430991 -0.09216879 -0.98027051 -0.79405495 -0.79040477
 -0.61314462 -0.1820163   0.06720372  0.02310115 -0.44595682 -0.39005495
 -0.39803824 -0.40758223  0.51050824 -1.79682575  0.58312088]"
351,"[ 0.68562456 -1.1339434  -1.19325388 -0.36089235 -1.14205967 -1.18127642
 -0.99256964 -0.99200692  0.58532163 -0.97702078 -0.79235791 -0.7880552
 -0.61451718 -0.1820163  -0.73312822 -0.7724533  -0.84702054 -0.39005495
 -0.39803824 -0.40758223  0.51050824  0.55653699  0.58788816]"
352,"[ 0.50443097  0.13595668  1.40439236  0.029293    1.19429463 -0.89362631
 -0.46757891  0.13591109  0.4822851   2.44844137  0.60564477 -0.23718437
  0.22293797 -0.18034355 -0.10858997 -0.57425036  0.0096614   2.56374136
  2.51232137  2.45349264  0.50762181  0.55103526  0.58788816]"
353,"[ 0.05920631 -0.03619551 -0.62349736  0.023169   -0.59258306 -0.31932142
  0.33485713 -0.35170645 -1.02129943  0.07334678  0.30162024  0.63541326
  0.94528606  2.68129219  3.52886648 -0.73399242 -0.68057626 -0.38494457
 -0.39803824  2.45349264 -1.95883224 -1.79682575  0.58590815]"
354,"[-1.48940044 -0.9078341  -0.37117628  0.57261648 -0.58692468  1.72480368
  0.10730855 -0.30077162  0.06696161 -0.99951501 -0.8004746  -0.79929283
 -0.61798303 -0.1820163   0.42593285 -0.05913534 -0.5314491  -0.39005495
 -0.39803824 -0.40758223  0.51050824  0.55184714 -1.70100378]"
355,"[ 0.01990087  0.99155697 -0.56445182 -0.82957144 -0.10236123  0.40584938
  0.34957249 -0.29884675 -0.06754674 -0.00533173  0.26423988  0.66516722
  0.16099204 -0.1820163  -0.57610075  1.11325348  0.63382942 -0.39005495
 -0.39803824 -0.40758223  0.51050824  0.55653699 -1.70100378]"
356,"[ 0.01996302  0.03121996 -0.61568272  0.05335894 -0.6324344   0.19287768
  0.31212979 -0.35324166 -0.72428731  0.0581849   0.27543517  0.61022952
  0.47961326 -0.1820163   2.60848439 -0.68993953 -0.77206824 -0.39005495
 -0.39803824 -0.40758223  0.51050824 -1.79682575 -1.70100378]"
357,"[-0.05357739 -0.06306888 -0.41108417 -0.70970422  0.17559934 -0.27662847
 -0.3518794  -0.33421157 -0.81658657  0.09990861  0.10362866  0.35029244
  0.4072608   2.68005427 -0.05168132 -0.55460404 -0.26836487 -0.38896819
 -0.39803824 -0.40758223 -1.95883224 -1.79682575  0.58788816]"
358,"[ 0.75656696 -0.14376332  1.87010963  0.81457266  0.7378515   0.06719819
 -0.453219    0.28375049  0.25969545  0.8021105  -0.06316151 -0.23382265
 -0.15093214 -0.1820163  -0.47150008  0.46091668  0.38456798 -0.39005495
 -0.39803824 -0.40758223  0.51050824 -1.79682575  0.52193704]"
359,"[ 7.53717165e-02  9.28520136e-02  8.13103248e-01  1.12378065e-01
  6.01250714e-01 -8.91856156e-01  2.28461948e+00  3.74115736e+00
  5.69763861e-01  1.54534858e+00  5.17259320e+00  2.56192736e+00
  2.86319506e+00 -1.80548568e-01  9.62680001e-04 -5.83403071e-01
 -3.69704077e-02  2.55768229e+00  9.74691375e-02 -1.43678390e-02
  5.07975584e-01  3.87577611e-01  3.13221130e-01]"
360,"[ 0.24241374 -0.1286816   1.43628521  0.09040426  1.12237905 -0.60620762
 -0.42868201  0.18270586  0.04198126  1.67689919  0.36801746 -0.1781284
  0.20055382  1.24901899 -0.5519658  -0.13455707  1.91038908 -0.3876786
  2.51232137  2.45349264 -1.95883224  0.55653699  0.58604674]"
361,"[-0.47034731 -0.58836917 -0.06665034 -0.55808554  0.32396383  1.78793834
  0.13422305 -0.03109762 -1.21322521 -0.91971975 -0.7394007  -0.71473555
 -0.53935708  4.37296732 -0.57693217  2.77016928  5.35152062 -0.39005495
 -0.39803824 -0.40758223 -1.95883224 -1.79682575 -1.70100378]"
362,"[ 0.24439489  0.61730102 -0.5589191  -1.1494463   0.44231629 -0.31832609
  0.4126429  -0.26815987 -0.8934124   0.01925165  0.32047661  0.7107197
  0.62269104 -0.1820163  -0.56919359  0.24391466  0.61681326 -0.39005495
 -0.39803824  2.45349264  0.51050824  0.55653699  0.58720715]"
363,"[-1.45474681 -0.81668732  0.5341187  -0.40479106  0.95723647 -0.6059762
 -0.17611589 -0.01169314 -0.17178787  0.85173707  0.2535973   0.0581633
  0.20590073  1.24901899 -0.57410867 -0.09145136  2.09543837 -0.39005495
  2.51232137 -0.40758223 -1.95883224  0.55653699  0.5735107 ]"
364,"[ 0.71784212 -0.78380199  0.15581707 -0.09138749  0.12279211  0.17607253
  0.02107503  0.1780599   0.64040353  1.05528497  0.87099844  0.31868282
  0.32179846 -0.1820163   0.11957139 -0.37273621 -0.48351854 -0.39005495
 -0.39803824 -0.40758223  0.51050824  0.55087986  0.58710214]"
365,"[ 0.37319799  0.78141414  0.14092495  0.98423306 -0.39505727 -0.31832609
  0.95101267  0.99617548  0.77088253  0.02741313  0.7593284   1.29364408
  0.22169573 -0.17695964  0.4511774  -0.58685892 -0.5788031  -0.39005495
 -0.39803824  2.45349264  0.50178266  0.53898147  0.58788816]"
366,"[-1.46384674 -1.08150599 -0.21768438 -1.11187192  1.15344188 -0.89362631
 -0.02958528 -0.31410782 -0.97361919  0.48131145  0.20919498  0.19995341
  0.57258291 -0.18135194 -0.39725713 -0.54000229  0.15769545  2.56374136
 -0.39803824 -0.40625397  0.50936184  0.55653699 -1.70100378]"
367,"[ 0.21647319  0.35644916  0.01274799 -1.17291319  2.03135781  0.03646395
 -0.47322075 -0.32270464 -1.08795026  0.92132731  0.21002964 -0.07945372
  0.61678006  2.68085913 -0.57674898  0.68146142  3.60722987 -0.38839364
 -0.39640137 -0.40758223 -1.95883224 -1.79682575  0.58660082]"
368,"[ 0.0146248  -0.09154418  0.40302361  0.08017589  0.3164123  -0.44233851
  6.42480542  7.95808712  0.52273971  1.12653246 11.154183    7.17072507
  6.50912536 -0.10170309  0.06329695 -0.3674217  -0.13721463  0.46895724
  0.43349308  0.43176371  0.37822214  0.37042922  0.34848875]"
369,"[ 0.79739182 -0.7006795   0.58940614  0.88090867 -0.08004955  0.34392017
 -0.12996507  0.20945501  0.72951292  0.01708236 -0.10915366  0.13303436
 -0.24153285 -0.1820163  -0.57562067  1.02972531  0.63151092 -0.39005495
 -0.39803824 -0.40758223  0.51050824  0.55653699  0.58788816]"
370,"[-1.40327382 -0.98113372  1.8010601   1.46222788  0.29922453  1.40848083
  0.53407642  2.60893235  0.7427243  -1.00025549 -0.8008302  -0.79978515
 -0.61946821 -0.17209734 -0.54906604  2.07040256  0.53195821 -0.39005495
 -0.39803824 -0.40758223  0.49339246  0.52094738  0.5316394 ]"
371,"[ 4.18559654e-01  3.25635287e-01 -3.17697466e-01 -1.10634771e+00
  1.15397149e+00  1.98873609e-01 -4.05091362e-02 -3.59263078e-01
 -1.39594533e+00  9.75560229e-02 -1.97200884e-03  2.21434775e-01
  6.68661461e-01  4.11108955e+00 -5.78574421e-01  8.85224913e-01
  5.12416440e+00 -3.90054946e-01 -3.98038243e-01 -4.07582232e-01
 -1.95883224e+00 -1.79682575e+00 -1.70100378e+00]"
372,"[ 0.06856115 -0.18739501  4.03567106  1.00439094  1.80275461 -0.32325411
 -0.48606834  1.19238646  0.6243965   1.99615332  0.35856006 -0.25710014
  0.03321724 -0.18020026 -0.51679213  0.1628314   0.50926756 -0.38630647
 -0.35556472  2.45349264  0.50737456  0.1309606   0.58498348]"
373,"[-1.45996919 -0.89603398  0.44341764 -0.42666326  0.88695755 -0.6059762
 -0.235722   -0.09998223 -0.18174772  1.08999654  0.324035   -0.01964734
  0.24241485 -0.1820163  -0.33995887 -0.28266794  0.21110663 -0.39005495
  2.51232137 -0.40758223  0.51050824  0.55206461 -1.70100378]"
374,"[ 2.85886596e-01  2.22347785e-01  1.51614935e-01  8.20415888e-01
 -2.98583872e-01 -6.27245366e-03  6.40587500e+00  5.57046888e+00
  7.41630660e-01  3.48901761e-02  5.15434884e+00  7.16444144e+00
  2.62905743e+00 -1.56185335e-01  7.99530744e-02 -9.30826979e-02
 -9.60883725e-02 -8.83394271e-03  3.01103284e-02  3.91379424e-02
  4.68163955e-01  5.14057515e-01  5.30046129e-01]"
375,"[ 0.86307226 -0.74039314 -1.21001567 -1.77258991 -1.16332641 -1.180156
 -0.99231201 -0.999777   -2.54258966 -1.00843358 -0.80579519 -0.80665922
 -0.62217449 -1.61305158 -0.73312822 -0.7724533  -0.84702054 -0.38979927
 -0.39778633 -0.40733458 -1.95883224 -1.79682575 -1.70100378]"
376,"[ 0.69001787 -0.6956178  -1.20357567 -0.25173496 -1.15364651 -1.18127642
 -0.99256964 -0.99685925 -0.17040341 -0.99620539 -0.80070083 -0.79960604
 -0.61812555 -0.1820163  -0.73312822 -0.7724533  -0.84702054 -0.39005495
 -0.39803824 -0.40758223  0.51050824 -1.79682575  0.58732076]"
377,"[ 0.07670629  0.9610552  -0.28588195 -0.85713928  0.62086901  0.3771727
 -0.19153302 -0.38452504 -0.86088799  0.17973995  0.00240174  0.16488397
  0.31142888  1.24901899 -0.54913101  0.90656198  1.85977988 -0.39005495
 -0.39803824 -0.40758223 -1.95883224  0.55653699 -1.70100378]"
378,"[ 0.68269222  0.11456434 -0.14213068  0.28129533 -0.33909808 -0.31832609
  0.02878866 -0.14627695 -0.00782774  0.14221188  0.08962143  0.29974209
  0.01717323  1.24901899  0.89372758 -0.65210456 -0.50035368 -0.39005495
 -0.39803824  2.45349264 -1.95883224  0.55653699  0.58271636]"
379,"[ 0.39967718  0.83971531  0.09089456  0.71671747 -0.3450001  -0.89362631
  0.14660195  0.14629344  0.57251918  0.00623158  0.09880023  0.42554367
 -0.10126527 -0.1820163   0.48526262 -0.7169351  -0.60713866  2.56374136
 -0.39803824 -0.40758223  0.51050824  0.55653699  0.58788816]"
380,"[-1.41566039 -1.0422966  -0.28841292 -1.16504964  1.15801764  0.08867789
 -0.50105127 -0.5933844  -1.16281528  0.2407398  -0.30018894 -0.25489795
  0.02848667  2.68005427 -0.5754462   0.73407704  3.58604608 -0.39005495
 -0.39803824 -0.40758223 -1.95883224 -1.79682575  0.58788816]"
381,"[ 0.67400107 -0.73718427 -0.18794904  1.19412979 -0.62851118  2.45371978
  0.23714411 -0.01247365  0.72562917 -0.91532289 -0.7302873  -0.70211797
 -0.57719324 -0.1820163  -0.15020934  0.59646839 -0.3708604  -0.39005495
 -0.39803824 -0.40758223  0.51050824  0.55591637  0.58788816]"
382,"[-1.47661773 -0.82368798 -1.17511762 -0.44927973 -1.11085696 -1.18066375
 -0.99251584 -0.97571135 -0.48538068 -0.94331182 -0.76433991 -0.74926408
 -0.5892758  -0.1820163  -0.73296362 -0.77208536 -0.8466231  -0.39005495
 -0.39803824 -0.40758223  0.51050824  0.55653699 -1.70100378]"
383,"[-1.49914396  0.89975654  0.00847195  0.59679324 -0.35882249  0.34501372
  0.14002691  0.06666695  0.63615951  0.10832195  0.17872565  0.44326341
 -0.06766285 -0.1820163   0.53668551 -0.48526712 -0.61233157 -0.39005495
 -0.39803824 -0.40758223  0.51050824  0.55274353  0.58281506]"
384,"[ 0.21727867  0.17377041 -0.67492198 -0.0407746  -0.57799134 -1.18127642
 -0.99256964 -0.37378441 -0.20898864 -0.01362278  0.27059064  0.68360511
  0.20268966 -0.1820163  -0.73312822 -0.7724533  -0.84702054 -0.39005495
 -0.39803824 -0.40758223  0.51050824 -1.79682575  0.58788816]"
385,"[ 0.5398313   0.11141768  2.56955554 -0.0197304   2.28005681 -0.89362631
 -0.58491887  0.29760942  0.50777279  3.63639039  0.69041775 -0.35864375
  0.26347924 -0.1820163  -0.48857534 -0.47074804  0.45658121  2.56374136
  2.51232137  2.45349264  0.51050824  0.55653699  0.58453366]"
386,"[ 0.41298631  1.01656749 -0.61567645  1.22481507 -0.85174659  1.14862342
  0.57814008 -0.22731112  0.54041604 -1.0084134  -0.80585207 -0.80673798
 -0.62210907 -0.1820163   2.92712889 -0.6521428  -0.78304506 -0.39005495
 -0.39803824 -0.40758223  0.51050824  0.55653699  0.58788816]"
387,"[ 0.41323997  0.77855784  0.08748337  1.45722393 -0.53601927  1.26031393
  0.14158546  0.14708902  0.80238131 -1.00825711 -0.80557873 -0.80635953
 -0.62195894 -0.1820163   0.97113957 -0.48760134 -0.70255701 -0.39005495
 -0.39803824 -0.40758223  0.51050824  0.55653699  0.58788816]"
388,"[ 0.15072077  0.03633169 -0.652066    0.8295823  -0.82026021  1.33531329
  0.16288442 -0.4607323  -0.1043032  -1.00227832 -0.80433737 -0.80464086
 -0.62109138 -0.1820163   2.81381392 -0.63730183 -0.7805666  -0.39005495
 -0.39803824 -0.40758223  0.51050824 -1.79682575  0.58677813]"
389,"[ 0.17073331  0.56244236 -0.56121328 -1.17588075  0.70567474  0.02910108
  0.57799339 -0.1732846  -1.16897259  0.03572423  0.48523636  0.90105782
  1.10061959  2.68005427 -0.5766396   0.66885718  3.60333619 -0.39005495
 -0.39803824 -0.40614955 -1.95883224 -1.79682575  0.58788816]"
390,"[ 0.67062989 -0.85903204 -0.62520133  0.64894411 -0.78114936  1.31970436
  0.31147858 -0.3719884   0.49413055 -1.00786267 -0.80563628 -0.80643921
 -0.62195221 -0.1820163   1.33968947 -0.5358548  -0.72985622 -0.39005495
 -0.39803824 -0.40758223  0.51050824  0.55653699  0.58788816]"
391,"[-1.48933474 -1.014231   -0.50829807 -1.33694635  1.30967425 -0.89362631
  0.63477599 -0.092428   -1.4535712   0.17362321  0.63985135  0.92036007
  1.74967715 -0.1820163  -0.48929604 -0.45991039  0.50340833  2.56374136
 -0.39803824 -0.40758223  0.51050824 -1.77873224 -1.65876898]"
392,"[ 0.11215428  0.97831985  0.24829723 -0.4364373   0.6801449  -0.89362631
 -0.11149571 -0.07885617 -0.14923966  0.79282999  0.31885903  0.10758457
  0.22864892 -0.1820163  -0.4454456  -0.50209772  0.32112618  2.56374136
 -0.39803824 -0.40758223  0.51050824  0.55653699 -1.70100378]"
393,"[-2.79115047e-01 -3.34945581e-03 -2.37206918e-01 -1.14326304e+00
  1.27702552e+00  1.27531577e-01  2.08875189e+00  1.23393337e+00
 -1.22161623e+00  3.63485961e-01  2.29545914e+00  2.60586550e+00
  3.65450635e+00  3.53867544e+00 -5.46772006e-01  6.52370566e-01
  3.93255895e+00 -3.90054946e-01 -3.98038243e-01 -2.64528488e-01
 -1.95883224e+00 -1.75609447e+00 -5.08138942e-01]"
394,"[ 0.37367868  1.00036941 -0.52612327  1.12468536 -0.79527181  0.3062901
  0.28744738 -0.29425778  0.51691353  0.03658691  0.2320243   0.5794771
 -0.01431284 -0.1820163   3.46862203 -0.70557144 -0.79131726 -0.39005495
 -0.39803824 -0.40758223  0.51050824  0.55653699  0.58788816]"
395,"[-0.68610802 -0.15328106 -0.27460646  0.29061865 -0.40126494 -0.10912601
 19.40825841 11.7975623   0.38956626  0.02659597 15.67014232 21.33717625
  9.71302629 -0.05192218  0.82021548 -0.22256641 -0.17812091  0.02765362
  0.04292533  0.1126132   0.28602274  0.34259492  0.26420647]"
396,"[ 0.34314099  0.46232269  0.22657226 -0.65203808  0.84954432  0.19979383
 -0.44020015 -0.32615097 -0.15510602  0.72128921 -0.01185568 -0.16724245
 -0.02674628 -0.1820163  -0.55729391  0.79577232  0.5633921  -0.39005495
 -0.39803824 -0.40758223  0.51050824  0.55653699 -1.70100378]"
397,"[-5.97606108e-01 -8.50856235e-02 -2.02371463e-01 -2.79085741e-01
  7.23494087e-02 -5.21373228e-01 -2.11005188e-01  1.30779082e+01
  1.54794722e-01  4.54807307e-01  2.32502373e+01  2.38668944e+01
  1.62645502e+01  1.54697887e-01 -5.60391622e-01 -1.66148044e-01
 -2.25022109e-01 -2.16302222e-01 -5.56429943e-02 -2.39283710e-01
  2.19997596e-01  2.80457851e-03 -8.53153506e-02]"
398,"[ 0.33856875  0.92367755 -0.57019405 -0.05589051 -0.57210616  1.26022019
  0.29384878 -0.34284646  0.42821336 -1.00706439 -0.80509942 -0.80569593
 -0.62161621 -0.1820163  -0.13851659  0.1369804  -0.37938314 -0.39005495
 -0.39803824 -0.40758223  0.51050824  0.55653699  0.58788816]"
399,"[-1.51821564  0.78242979 -1.15413792 -0.36380826 -1.09272288 -1.16969603
 -0.98945982 -0.96485161  0.57079194 -0.90431787 -0.74566809 -0.7234128
 -0.58798257 -0.1820163  -0.72595234 -0.76944137 -0.8439864  -0.39005495
 -0.39803824 -0.40758223  0.51050824  0.55653699  0.58788816]"
400,"[ 0.41218983  1.04341913  1.31482984  1.50627983  0.04498019  1.35882203
  0.684136    2.15688108  0.79923976 -1.00552926 -0.80350523 -0.80348875
 -0.62086695 -0.17999933 -0.57225721  2.20367504  0.61737154 -0.39005495
 -0.39803824 -0.40758223  0.50702785  0.54990312  0.57740346]"
401,"[-1.46295713e+00 -1.01553271e+00  3.19419714e-01  2.73336489e-01
  5.62848854e-02 -8.93626311e-01  7.44297994e-01  9.40236155e-01
  6.32309797e-01  4.77963272e-01  1.09543181e+00  1.04317395e+00
  4.60530062e-01 -1.82016297e-01 -1.51324058e-01 -5.76559468e-01
 -6.06575191e-04  2.56374136e+00 -3.98038243e-01 -4.07582232e-01
  5.10508241e-01  5.35734779e-01  5.76452500e-01]"
402,"[-8.25552492e-01 -8.36575491e-03 -6.74921980e-01 -1.60900660e+00
  3.68935515e+00 -1.18127642e+00 -9.92569644e-01  1.57985181e+01
 -2.07784787e+00 -1.36227771e-02  2.80766398e+01  3.91812909e+01
  1.05697281e+02 -1.61305158e+00 -7.33128216e-01 -7.72453301e-01
 -8.47020541e-01 -3.90054946e-01 -3.98038243e-01 -4.07582232e-01
 -1.95883224e+00 -1.79682575e+00 -1.70100378e+00]"
403,"[ 0.16888123  0.13223878  0.15586968 -0.08918814  0.13601264 -0.89362631
 -0.12676797 -0.04643633 -0.09787216  1.38247676  0.75344913  0.11610786
  0.51982176 -0.1820163   1.54037767 -0.74635161 -0.7342409   2.56374136
 -0.39803824  2.45349264  0.51050824 -1.79533628  0.5864395 ]"
404,"[-1.38592823 -1.04099005 -0.29881703 -1.10715326  1.05681295  0.18383813
 -0.02982398 -0.32144898 -1.32310949  0.27992084  0.11878131  0.2353833
  0.76535486  4.585847   -0.15055682 -0.17160243  1.58540486 -0.38726308
 -0.39528743 -0.404878   -1.95883224 -1.79682575 -1.70100378]"
405,"[-1.4112552  -0.76495961  0.14133863 -0.0330423   0.06078767 -0.89362631
 -0.05341382 -0.0868301  -0.08281443  0.65021207  0.29984163  0.19149856
  0.1931365  -0.18007063  0.4519243  -0.6645235  -0.38053878  2.56374136
 -0.39803824 -0.40758223  0.50715088  0.55493715 -1.70100378]"
406,"[ 0.68645971 -0.75272514 -0.50642782  1.57898787 -0.83812289  2.54702315
  0.56064218 -0.11769594  0.81169207 -1.00810117 -0.805382   -0.80608716
 -0.62185038 -0.1820163   1.2327118  -0.39033629 -0.7211303  -0.39005495
 -0.39803824 -0.40758223  0.51050824  0.55653699  0.58788816]"
407,"[ 0.54910598  0.22218859 -0.47268564 -1.54281825  3.67892216 -0.60550048
 -0.38683278 -0.61010371 -1.94023673  0.26733198 -0.17189526 -0.12235305
  1.19769795  1.24901899 -0.57814842 -0.08184946  2.13569167 -0.38679828
  2.50750821 -0.40758223 -1.95883224  0.55653699 -1.70100378]"
408,"[-1.53011404e+00 -1.31260352e+00 -6.74921980e-01 -1.60900660e+00
  3.68935515e+00 -1.18127642e+00 -9.92569644e-01  3.37807765e+01
 -2.07784787e+00 -1.36227771e-02  5.89946591e+01  8.19875230e+01
  2.19509234e+02 -1.61305158e+00 -7.33128216e-01 -7.72453301e-01
 -8.47020541e-01 -3.90054946e-01 -3.98038243e-01 -4.07582232e-01
 -1.95883224e+00 -1.79682575e+00 -1.70100378e+00]"
409,"[ 0.10124702  0.51248781 -0.57569672 -1.36680231  1.23584669 -0.6059762
 -0.49780175 -0.74012052 -1.44810838  0.09372916 -0.38351863 -0.27414682
  0.06831943 -0.1820163  -0.57430055 -0.08525228  0.63760135 -0.39005495
  2.51232137 -0.40758223  0.51050824  0.55572352 -1.70100378]"
410,"[ 0.25283407  0.92637259  1.30847337  1.25021255  0.15826042  0.31892425
  0.85197123  2.48280003  0.77105722  0.1016899   0.77642619  1.19484853
  0.22987995 -0.17802854 -0.55045695  0.88804768  0.53646541 -0.39005495
 -0.39224533 -0.40758223  0.50362712  0.52468415  0.53595073]"
411,"[ 0.23460425  0.08492198 -0.4993439   0.77568952 -0.72556198 -0.6059762
  0.32507804 -0.24845381  0.32469738  0.22662128  0.41506832  0.61357593
  0.1410823  -0.1820163   3.57693663 -0.74699586 -0.79202255 -0.39005495
  2.51232137 -0.32745328  0.51050824  0.55653699  0.58788816]"
412,"[-1.41903031 -1.09087962 -0.67492198 -1.25026967  0.85389246 -1.18127642
 -0.99256964 -0.47031433 -1.38865795 -0.01362278  0.10462072  0.4538185
  0.82716857 -0.17857906 -0.73312822 -0.7724533  -0.84702054 -0.39005495
 -0.39803824 -0.40758223  0.50457708 -1.70638426 -1.66801735]"
413,"[ 0.73976547 -0.80926462  0.54470086  0.03939166  0.39654469 -0.89362631
  0.21064667  0.60951018  0.61320432  1.22946326  1.18360011  0.44862907
  0.51022334 -0.18161668 -0.14089499 -0.58674089 -0.04456349  2.56374136
 -0.39803824 -0.40758223  0.50981867  0.54339338  0.58788816]"
414,"[-1.48836153 -0.99632249  1.67250244  1.16579819  0.39835265  0.25087606
  0.52880981  2.40758983  0.7355849   0.32864727  0.75534998  0.85241146
  0.22940639 -0.17461694 -0.38462299  0.4708699   0.23896446 -0.39005495
 -0.39502856 -0.40758223  0.49774019  0.50664667  0.49675855]"
415,"[-0.0618139  -0.89760475 -0.58027772  0.27918098 -0.66357557 -0.31893855
  0.29652593 -0.3384403  -0.76792606  0.1163674   0.30053469  0.58516699
  0.55169295  1.24901899  3.08519513 -0.72949254 -0.72320061 -0.39005495
 -0.39184159  2.45349264 -1.95883224  0.55653699  0.58626368]"
416,"[-1.50812224 -1.01929934 -0.13764268  0.56873836 -0.43315205  0.36022883
  0.94357884  0.62025949  0.69923762  0.14699356  0.92296105  1.31173474
  0.33444416 -0.18159799  0.58453211 -0.48916325 -0.61713653 -0.39005495
 -0.39803824 -0.40758223  0.50978642  0.53383574  0.56781603]"
417,"[-0.03548918 -0.16217839  3.34484005  0.08352716  2.72108789 -0.89362631
 -0.19278653  1.99406645  0.60910412  4.50431888  2.60835337  0.05340468
  1.32458711 -0.1820163  -0.5191489  -0.45762569  0.51328     2.56374136
  2.51232137  2.40299017  0.51050824  0.55653699  0.58086163]"
418,"[ 6.93646131e-01  2.84662155e-02  2.18267844e-01 -1.54698728e-01
  2.46755459e-01 -6.06295458e-01 -3.29095849e-01 -2.64460791e-01
  8.44058127e-02  6.92336713e-01 -1.25297138e-03 -9.64157025e-02
 -6.82214376e-02  1.24954841e+00  1.22835642e-01 -6.08995227e-01
 -1.40248072e-01 -3.86776593e-01  2.51232137e+00 -4.07582232e-01
 -1.95883224e+00  5.55666338e-01  5.87888163e-01]"
419,"[ 0.5795412  -0.15024392  0.85117567 -0.97927906  2.91270183 -0.89362631
 -0.45496644 -0.14988244 -0.49238625  2.54643879  0.56210646 -0.25745027
  0.59085205 -0.1820163  -0.52535979 -0.45954678  0.50497938  2.56374136
 -0.39803824 -0.40758223  0.51050824 -1.79506425 -1.70100378]"
420,"[ 0.45226766  0.36986034  0.28050091 -0.18649087  0.3572244  -0.60578733
  0.24102266  0.40450759  0.11010203  1.30793137  1.2370151   0.48482453
  0.77730982  1.2499586   0.49112456 -0.65817798 -0.35344593 -0.38811549
  2.51041043 -0.40570365 -1.95883224  0.55499177  0.55181895]"
